filename,class_label,group_id,ai_probability,manipulationProbability,meanDifference,maxDifference,standardDeviation,edgeDensity,noiseMean,noiseStd,blurScore,sharpnessScore,blockSharpnessAverage,blockSharpnessStd
manipulated\Tp_S_NNN_S_N_sec00008_sec00008_10799_gt.png,Manipulated,,0.7271,0.0167,0.01,10,0.17,0.12,0.23,4.05,201.09,2.43,201.09,964.38
manipulated\Tp_S_NNN_S_N_sec00025_sec00025_10772_gt.png,Manipulated,,0.6464,0.0,0.01,10,0.17,0.12,0.34,5.24,302.95,3.6,303.61,1048.18
manipulated\Tp_S_NNN_S_N_sec00029_sec00029_00050_gt.png,Manipulated,,0.1037,0.0,0.06,15,0.53,0.62,1.26,9.84,1445.95,12.25,1468.14,3472.51
manipulated\Tp_S_NNN_S_N_sec00032_sec00032_00053_gt.png,Manipulated,,0.5986,0.0,0.01,12,0.26,0.24,0.46,5.71,415.4,4.84,418.71,1134.0
manipulated\Tp_S_NNN_S_N_sec00036_sec00036_10504_gt.png,Manipulated,,0.5007,0.0167,0.01,12,0.26,0.16,0.31,4.7,330.73,3.18,347.91,927.67
manipulated\Tp_S_NNN_S_N_sec00048_sec00048_00792_gt.png,Manipulated,,0.4805,0.0,0.01,12,0.26,0.13,0.24,4.22,301.63,2.51,301.63,1446.56
manipulated\Tp_S_NNN_S_N_sec00064_sec00064_11259_gt.png,Manipulated,,0.7341,0.0167,0.02,12,0.3,0.2,0.39,5.33,452.44,4.04,460.38,1501.63
manipulated\Tp_S_NNN_S_N_sec00066_sec00066_00087_gt.png,Manipulated,,0.7298,0.0167,0.02,12,0.3,0.17,0.33,4.91,410.11,3.38,419.37,890.33
manipulated\Tp_S_NNN_S_N_sec00072_sec00072_10385_gt.png,Manipulated,,0.6464,0.0,0.02,12,0.33,0.25,0.5,6.01,492.13,5.23,488.16,1914.61
manipulated\Tp_S_NNN_S_N_sec00077_sec00077_00752_gt.png,Manipulated,,0.6464,0.0,0.02,14,0.32,0.23,0.47,5.79,457.07,4.86,457.07,1039.73
manipulated\Tp_S_NNN_S_N_sec00086_sec00086_00106_gt.png,Manipulated,,0.3345,0.0,0.03,13,0.39,0.24,0.48,5.95,550.34,4.92,550.34,1846.56
manipulated\Tp_S_NNN_S_N_sec00098_sec00098_10334_gt.png,Manipulated,,0.8472,0.0,0.01,12,0.27,0.14,0.26,4.43,343.96,2.72,343.96,1649.59
manipulated\Tp_S_NNN_S_N_sec00098_sec00098_10335_gt.png,Manipulated,,0.7659,0.0167,0.04,17,0.45,0.35,0.68,7.05,903.57,6.98,916.13,1877.05
manipulated\Tp_S_NNN_S_N_sec00100_sec00100_00757_gt.png,Manipulated,,0.6718,0.0,0.02,12,0.32,0.18,0.34,5.03,439.22,3.56,439.22,1618.67
manipulated\Tp_S_NNN_S_N_sec20011_sec20011_02120_gt.png,Manipulated,,0.6841,0.0,0.01,12,0.16,0.05,0.1,2.67,125.92,0.99,112.35,673.51
manipulated\Tp_S_NNN_S_N_sec20013_sec20013_02122_gt.png,Manipulated,,0.7202,0.0,0.0,14,0.13,0.03,0.05,1.96,65.78,0.54,56.72,469.71
manipulated\Tp_S_NNN_S_N_sec20044_sec20044_01634_gt.png,Manipulated,,0.7039,0.0,0.01,12,0.17,0.05,0.1,2.67,121.31,1.0,142.52,848.69
manipulated\Tp_S_NNN_S_N_sec20067_sec20067_01657_gt.png,Manipulated,,0.1112,0.0333,0.02,14,0.34,0.21,0.4,5.44,501.08,4.17,442.44,1475.76
manipulated\Tp_S_NNN_S_N_sec20071_sec20071_01661_gt.png,Manipulated,,0.6464,0.0,0.0,12,0.11,0.03,0.05,1.89,63.62,0.5,52.84,438.94
manipulated\Tp_S_NNN_S_N_sec20098_sec20098_01688_gt.png,Manipulated,,0.6709,0.0,0.01,14,0.17,0.05,0.1,2.65,126.95,0.99,103.64,649.32
manipulated\Tp_S_NNN_S_N_txt00060_txt00060_01282_gt.png,Manipulated,,0.4118,0.1,0.08,16,0.62,0.74,1.15,9.1,1994.99,11.77,2029.38,3285.81
manipulated\Tp_S_NNN_S_N_txt00073_txt00073_01286_gt.png,Manipulated,,0.6112,0.0,0.02,13,0.29,0.13,0.25,4.23,293.69,2.56,297.66,844.12
manipulated\Tp_S_NNN_S_O_ani00072_ani00072_00826_gt.png,Manipulated,,0.3322,0.05,0.05,14,0.47,0.39,0.74,7.38,968.39,7.64,983.59,1998.39
manipulated\Tp_S_NNN_S_O_arc00023_arc00023_01099_gt.png,Manipulated,,0.5976,0.0,0.02,12,0.28,0.16,0.33,5.04,447.15,3.37,453.11,1511.56
manipulated\Tp_S_NNN_S_O_art00019_art00019_20038_gt.png,Manipulated,,0.0473,0.0667,0.05,13,0.51,0.43,0.83,7.82,1132.43,8.5,1141.69,2030.03
manipulated\Tp_S_NNN_S_O_art10004_art10004_20042_gt.png,Manipulated,,0.4318,0.0333,0.01,14,0.27,0.12,0.24,4.22,305.91,2.45,362.79,1562.17
manipulated\Tp_S_NNN_S_O_cha00055_cha00055_11728_gt.png,Manipulated,,0.6084,0.0,0.01,11,0.19,0.07,0.13,3.05,134.94,1.34,138.25,329.59
manipulated\Tp_S_NNN_S_O_nat00053_nat00053_00969_gt.png,Manipulated,,0.6464,0.0167,0.01,14,0.23,0.11,0.21,3.9,214.32,2.18,238.11,822.29
manipulated\Tp_S_NRD_S_B_ani00042_ani00042_00162_gt.png,Manipulated,,0.2204,0.0333,0.02,15,0.32,0.2,0.36,5.16,488.16,3.73,494.12,1584.87
manipulated\Tp_S_NRD_S_B_ani00046_ani00046_01259_gt.png,Manipulated,,0.3056,0.1,0.04,12,0.41,0.34,0.68,7.03,722.32,7.11,753.4,1669.85
manipulated\Tp_S_NRD_S_B_arc00047_arc00047_01079_gt.png,Manipulated,,0.6464,0.0,0.01,12,0.26,0.12,0.25,4.25,267.23,2.57,324.66,1078.84
manipulated\Tp_S_NRD_S_B_arc20003_arc20003_01456_gt.png,Manipulated,,0.4167,0.05,0.02,15,0.27,0.16,0.32,4.84,388.2,3.3,394.71,1312.69
manipulated\Tp_S_NRD_S_B_ind00055_ind00055_01344_gt.png,Manipulated,,0.7128,0.0,0.01,12,0.23,0.11,0.21,3.93,240.77,2.22,236.14,842.08
manipulated\Tp_S_NRD_S_B_ind20058_ind20058_02301_gt.png,Manipulated,,0.6584,0.0,0.01,11,0.11,0.15,0.29,4.53,207.93,3.11,199.2,725.95
manipulated\Tp_S_NRD_S_B_nat00038_nat00038_00957_gt.png,Manipulated,,0.6464,0.0,0.02,13,0.27,0.14,0.28,4.46,298.98,2.85,299.64,1005.6
manipulated\Tp_S_NRD_S_B_pla20048_pla20048_02379_gt.png,Manipulated,,0.5273,0.0167,0.01,12,0.2,0.06,0.12,2.99,148.08,1.26,133.58,764.99
manipulated\Tp_S_NRD_S_B_sec00066_sec00066_00744_gt.png,Manipulated,,0.7277,0.1,0.04,13,0.46,0.38,0.75,7.37,844.03,7.82,851.31,2117.79
manipulated\Tp_S_NRD_S_B_sec20070_sec20070_01660_gt.png,Manipulated,,0.6464,0.0,0.01,13,0.18,0.08,0.16,3.38,160.79,1.64,147.32,745.64
manipulated\Tp_S_NRD_S_N_ani00001_ani00001_00014_gt.png,Manipulated,,0.5279,0.05,0.05,15,0.46,0.4,0.79,7.6,1034.54,8.08,1055.03,2399.34
manipulated\Tp_S_NRD_S_N_ani00078_ani00078_00822_gt.png,Manipulated,,0.1322,0.0,0.03,15,0.4,0.34,0.65,6.86,734.89,6.77,739.52,1503.75
manipulated\Tp_S_NRD_S_N_ani00081_ani00081_00201_gt.png,Manipulated,,0.2969,0.0,0.04,13,0.41,0.29,0.55,6.33,719.68,5.62,725.63,2138.76
manipulated\Tp_S_NRD_S_N_ani00095_ani00095_01255_gt.png,Manipulated,,0.1479,0.0,0.05,15,0.49,0.48,0.93,8.23,1095.39,9.66,1108.61,2398.33
manipulated\Tp_S_NRD_S_N_ani20011_ani20011_02054_gt.png,Manipulated,,0.6464,0.0333,0.02,12,0.34,0.2,0.4,5.43,497.35,4.02,614.65,1964.57
manipulated\Tp_S_NRD_S_N_arc00011_arc00011_11150_gt.png,Manipulated,,0.5864,0.05,0.02,12,0.31,0.23,0.46,5.76,473.61,4.78,495.43,1509.9
manipulated\Tp_S_NRD_S_N_arc00043_arc00043_00263_gt.png,Manipulated,,0.6816,0.05,0.01,10,0.25,0.13,0.26,4.36,248.71,2.77,248.71,1192.78
manipulated\Tp_S_NRD_S_N_arc00043_arc00043_01082_gt.png,Manipulated,,0.7222,0.0,0.01,12,0.18,0.05,0.09,2.53,116.42,0.89,116.42,558.32
manipulated\Tp_S_NRD_S_N_arc10121_arc10121_12106_gt.png,Manipulated,,0.7195,0.0667,0.0,13,0.12,0.04,0.08,2.39,75.86,0.83,64.23,494.67
manipulated\Tp_S_NRD_S_N_arc10123_arc10123_11926_gt.png,Manipulated,,0.8492,0.1,0.02,14,0.28,0.19,0.37,5.18,373.29,3.88,313.47,1283.05
manipulated\Tp_S_NRD_S_N_arc20079_arc20079_01719_gt.png,Manipulated,,0.6464,0.0,0.01,14,0.21,0.12,0.24,4.14,240.96,2.46,221.19,1048.4
manipulated\Tp_S_NRD_S_N_art00041_art00041_00925_gt.png,Manipulated,,0.4861,0.0,0.03,15,0.4,0.29,0.56,6.35,661.47,5.78,678.66,1905.13
manipulated\Tp_S_NRD_S_N_art00089_art00089_10340_gt.png,Manipulated,,0.0097,0.0167,0.03,13,0.33,0.57,1.11,8.8,886.37,11.75,885.71,1278.95
manipulated\Tp_S_NRD_S_N_cha00015_cha00015_11154_gt.png,Manipulated,,0.1895,0.0333,0.05,13,0.5,0.49,0.9,8.09,1181.38,9.28,1222.37,2317.99
manipulated\Tp_S_NRD_S_N_cha00069_cha00069_00389_gt.png,Manipulated,,0.4483,0.05,0.05,14,0.49,0.43,0.83,7.81,1045.78,8.61,1063.64,2532.3
manipulated\Tp_S_NRD_S_N_cha00081_cha00081_00866_gt.png,Manipulated,,0.1826,0.0167,0.04,12,0.45,0.37,0.75,7.51,969.71,7.65,974.34,2062.53
manipulated\Tp_S_NRD_S_N_cha10154_cha10154_12266_gt.png,Manipulated,,0.5173,0.05,0.01,12,0.21,0.09,0.18,3.61,202.3,1.85,164.31,720.98
manipulated\Tp_S_NRD_S_N_cha20041_cha20041_02040_gt.png,Manipulated,,0.591,0.0167,0.01,12,0.24,0.11,0.22,3.99,226.38,2.28,185.34,660.29
manipulated\Tp_S_NRD_S_N_ind00081_ind00081_10670_gt.png,Manipulated,,0.6464,0.0,0.02,12,0.29,0.2,0.41,5.43,429.29,4.21,432.6,1336.35
manipulated\Tp_S_NRD_S_N_ind00083_ind00083_10671_gt.png,Manipulated,,0.6782,0.0,0.01,11,0.23,0.2,0.38,5.19,314.86,4.04,318.17,722.08
manipulated\Tp_S_NRD_S_N_ind20021_ind20021_02278_gt.png,Manipulated,,0.6253,0.0167,0.0,9,0.09,0.09,0.17,3.48,134.87,1.81,111.13,532.66
manipulated\Tp_S_NRD_S_N_nat00028_nat00028_00644_gt.png,Manipulated,,0.4086,0.0333,0.08,15,0.6,0.68,1.34,9.93,1645.73,13.7,1682.73,2991.12
manipulated\Tp_S_NRD_S_N_pla00040_pla00040_01152_gt.png,Manipulated,,0.7067,0.0167,0.02,14,0.32,0.17,0.34,5.01,444.51,3.52,439.22,1139.66
manipulated\Tp_S_NRD_S_N_pla20018_pla20018_01918_gt.png,Manipulated,,0.5216,0.0167,0.02,14,0.29,0.17,0.35,5.07,372.43,3.66,314.73,1412.61
manipulated\Tp_S_NRD_S_N_pla20071_pla20071_01971_gt.png,Manipulated,,0.8061,0.0833,0.02,13,0.28,0.13,0.27,4.44,295.94,2.79,294.52,1220.47
manipulated\Tp_S_NRN_M_B_ani00029_ani00029_20121_gt.png,Manipulated,,0.09,0.1,0.08,14,0.62,0.64,1.3,9.87,1783.32,13.12,1797.86,2673.44
manipulated\Tp_S_NRN_M_B_sec00032_sec00032_11252_gt.png,Manipulated,,0.495,0.0,0.02,16,0.29,0.25,0.49,5.91,492.13,5.09,491.47,1193.26
manipulated\Tp_S_NRN_M_N_arc00078_arc00078_11878_gt.png,Manipulated,,0.5474,0.0,0.03,12,0.38,0.27,0.53,6.23,617.81,5.54,617.81,1658.39
manipulated\Tp_S_NRN_M_N_art00015_art00015_10272_gt.png,Manipulated,,0.2829,0.0333,0.05,15,0.52,0.47,0.84,7.79,1180.06,8.63,1186.01,2140.96
manipulated\Tp_S_NRN_M_N_art00030_art00030_10470_gt.png,Manipulated,,0.0049,0.1,0.02,14,0.24,0.39,0.76,7.26,567.54,8.05,580.77,1016.55
manipulated\Tp_S_NRN_M_N_art00041_art00041_10544_gt.png,Manipulated,,0.5584,0.0167,0.04,13,0.41,0.3,0.58,6.51,705.13,6.03,699.83,1973.17
manipulated\Tp_S_NRN_M_N_art00055_art00055_10465_gt.png,Manipulated,,0.0216,0.0333,0.03,12,0.39,0.5,0.98,8.38,877.77,10.04,876.42,1302.87
manipulated\Tp_S_NRN_M_N_art00087_art00087_10338_gt.png,Manipulated,,0.0976,0.0167,0.04,13,0.45,0.35,0.66,6.91,866.52,6.76,875.12,1770.39
manipulated\Tp_S_NRN_M_N_art00093_art00093_10485_gt.png,Manipulated,,0.264,0.0333,0.07,13,0.56,0.58,1.19,9.29,1326.91,12.26,1409.48,2433.09
manipulated\Tp_S_NRN_M_N_cha00009_cha00009_11156_gt.png,Manipulated,,0.4895,0.0167,0.05,14,0.5,0.44,0.82,7.72,1117.88,8.39,1141.02,2480.45
manipulated\Tp_S_NRN_M_N_cha00055_cha00055_11727_gt.png,Manipulated,,0.2872,0.0333,0.04,15,0.43,0.4,0.79,7.55,902.9,8.12,902.24,2091.49
manipulated\Tp_S_NRN_M_N_cha00058_cha00058_10314_gt.png,Manipulated,,0.0075,0.0,0.01,1,0.09,0.39,0.75,7.17,508.01,7.97,508.01,879.9
manipulated\Tp_S_NRN_M_N_cha00067_cha00067_10316_gt.png,Manipulated,,0.0056,0.0,0.01,1,0.07,0.26,0.5,5.87,338.67,5.31,338.67,757.29
manipulated\Tp_S_NRN_M_N_cha00067_cha00067_10319_gt.png,Manipulated,,0.5049,0.0167,0.06,15,0.52,0.51,1.05,8.75,1153.6,10.89,1177.4,3053.31
manipulated\Tp_S_NRN_M_N_ind00070_ind00070_10694_gt.png,Manipulated,,0.4855,0.05,0.03,13,0.36,0.31,0.61,6.61,637.66,6.32,636.33,1172.75
manipulated\Tp_S_NRN_M_N_ind00070_ind00070_10931_gt.png,Manipulated,,0.0667,0.0,0.02,12,0.27,0.35,0.69,6.95,550.34,7.28,549.68,960.18
manipulated\Tp_S_NRN_M_N_ind00075_ind00075_10679_gt.png,Manipulated,,0.0052,0.0,0.01,14,0.16,0.26,0.5,5.91,362.48,5.35,362.48,811.71
manipulated\Tp_S_NRN_M_N_nat00020_nat00020_11045_gt.png,Manipulated,,0.4873,0.05,0.02,13,0.31,0.32,0.64,6.72,579.45,6.66,579.45,1561.2
manipulated\Tp_S_NRN_M_N_nat10131_nat10131_11901_gt.png,Manipulated,,0.6975,0.1,0.03,14,0.36,0.35,0.71,7.14,672.26,7.41,632.63,1791.77
manipulated\Tp_S_NRN_M_N_nat10145_nat10145_11978_gt.png,Manipulated,,0.0177,0.1,0.02,14,0.31,0.21,0.43,5.57,436.04,4.49,407.2,1067.39
manipulated\Tp_S_NRN_M_N_pla00020_pla00020_10988_gt.png,Manipulated,,0.5364,0.0333,0.06,15,0.54,0.55,1.08,8.92,1407.6,11.05,1451.91,2976.52
manipulated\Tp_S_NRN_M_N_sec00070_sec00070_10716_gt.png,Manipulated,,0.0086,0.0,0.0,0,0.0,0.26,0.5,5.87,338.67,5.31,338.67,757.29
manipulated\Tp_S_NRN_S_B_ani00096_ani00096_00216_gt.png,Manipulated,,0.4377,0.0,0.06,14,0.52,0.55,1.09,8.89,1251.5,11.28,1248.19,2406.03
manipulated\Tp_S_NRN_S_B_ani00097_ani00097_10059_gt.png,Manipulated,,0.8947,0.0167,0.05,12,0.48,0.44,0.85,7.9,1068.93,8.74,1087.45,2680.63
manipulated\Tp_S_NRN_S_B_ani20050_ani20050_02093_gt.png,Manipulated,,0.2701,0.0333,0.06,17,0.52,0.53,0.97,8.47,1432.66,9.9,1463.31,3676.23
manipulated\Tp_S_NRN_S_B_arc00029_arc00029_01093_gt.png,Manipulated,,0.6464,0.0,0.01,12,0.25,0.15,0.28,4.56,320.15,2.96,319.49,1247.11
manipulated\Tp_S_NRN_S_B_arc00052_arc00052_01074_gt.png,Manipulated,,0.1247,0.0,0.03,13,0.39,0.27,0.52,6.2,681.31,5.3,692.55,2168.79
manipulated\Tp_S_NRN_S_B_arc00095_arc00095_00315_gt.png,Manipulated,,0.3769,0.0,0.03,12,0.39,0.29,0.59,6.54,624.43,6.14,636.33,1579.49
manipulated\Tp_S_NRN_S_B_art00039_art00039_01415_gt.png,Manipulated,,0.0637,0.0333,0.05,13,0.51,0.48,0.95,8.44,1188.0,9.59,1190.61,1914.93
manipulated\Tp_S_NRN_S_B_art10106_art10106_11590_gt.png,Manipulated,,0.6068,0.0,0.02,12,0.27,0.15,0.26,4.34,346.61,2.7,361.82,1127.69
manipulated\Tp_S_NRN_S_B_cha10211_cha10211_12330_gt.png,Manipulated,,0.4005,0.0667,0.01,12,0.2,0.09,0.17,3.57,204.5,1.81,184.8,781.03
manipulated\Tp_S_NRN_S_B_ind00017_ind00017_00889_gt.png,Manipulated,,0.704,0.0,0.01,13,0.18,0.19,0.36,5.04,273.19,3.83,273.19,736.23
manipulated\Tp_S_NRN_S_B_ind00024_ind00024_20090_gt.png,Manipulated,,0.1525,0.05,0.04,13,0.43,0.34,0.64,6.78,783.18,6.59,785.16,1827.72
manipulated\Tp_S_NRN_S_B_ind10002_ind10002_20010_gt.png,Manipulated,,0.4411,0.0167,0.01,15,0.22,0.1,0.19,3.75,211.2,1.97,193.8,1095.19
manipulated\Tp_S_NRN_S_B_nat20079_nat20079_01583_gt.png,Manipulated,,0.6767,0.0333,0.01,13,0.19,0.08,0.15,3.27,150.74,1.55,134.94,551.67
manipulated\Tp_S_NRN_S_B_nat20099_nat20099_01603_gt.png,Manipulated,,0.5908,0.0,0.01,13,0.16,0.06,0.11,2.9,139.91,1.18,186.51,1034.03
manipulated\Tp_S_NRN_S_B_pla20095_pla20095_01995_gt.png,Manipulated,,0.1444,0.1,0.03,12,0.37,0.23,0.47,5.88,533.68,4.86,554.23,1602.34
manipulated\Tp_S_NRN_S_B_sec00065_sec00065_00745_gt.png,Manipulated,,0.6176,0.0,0.02,12,0.27,0.13,0.26,4.45,345.29,2.64,347.93,1329.33
manipulated\Tp_S_NRN_S_B_sec20014_sec20014_01449_gt.png,Manipulated,,0.722,0.1,0.01,13,0.25,0.11,0.23,4.13,276.03,2.37,257.94,1306.89
manipulated\Tp_S_NRN_S_N_ani00002_ani00002_00002_gt.png,Manipulated,,0.8094,0.0167,0.03,17,0.39,0.27,0.52,6.2,711.74,5.33,718.35,2060.92
manipulated\Tp_S_NRN_S_N_ani00045_ani00045_00831_gt.png,Manipulated,,0.2749,0.05,0.06,13,0.55,0.56,1.07,8.88,1428.11,11.02,1440.68,2413.84
manipulated\Tp_S_NRN_S_N_ani00097_ani00097_00217_gt.png,Manipulated,,0.509,0.0,0.03,14,0.38,0.31,0.61,6.62,661.47,6.3,698.48,1771.41
manipulated\Tp_S_NRN_S_N_ani00099_ani00099_00219_gt.png,Manipulated,,0.7313,0.0,0.01,12,0.26,0.1,0.2,3.79,248.71,2.01,253.33,758.61
manipulated\Tp_S_NRN_S_N_ani10194_ani10194_12400_gt.png,Manipulated,,0.6059,0.0333,0.02,15,0.31,0.2,0.39,5.31,456.78,4.03,425.46,1510.01
manipulated\Tp_S_NRN_S_N_ani10212_ani10212_12376_gt.png,Manipulated,,0.6186,0.0333,0.01,13,0.26,0.12,0.23,4.07,312.32,2.33,320.05,1528.04
manipulated\Tp_S_NRN_S_N_ani10221_ani10221_12394_gt.png,Manipulated,,0.6464,0.0167,0.01,13,0.18,0.07,0.14,3.21,171.21,1.46,170.45,783.75
manipulated\Tp_S_NRN_S_N_ani20008_ani20008_02406_gt.png,Manipulated,,0.6677,0.1,0.03,15,0.37,0.24,0.44,5.71,599.57,4.58,572.27,1654.5
manipulated\Tp_S_NRN_S_N_ani20058_ani20058_02100_gt.png,Manipulated,,0.2018,0.0333,0.05,17,0.51,0.47,0.87,7.97,1226.49,8.95,1364.58,2943.42
manipulated\Tp_S_NRN_S_N_arc00019_arc00019_00239_gt.png,Manipulated,,0.6405,0.0167,0.03,12,0.36,0.27,0.52,6.2,673.37,5.36,703.75,3375.07
manipulated\Tp_S_NRN_S_N_arc00023_arc00023_01101_gt.png,Manipulated,,0.537,0.0,0.02,12,0.27,0.24,0.47,5.76,449.8,4.89,457.74,1074.74
manipulated\Tp_S_NRN_S_N_arc00090_arc00090_00781_gt.png,Manipulated,,0.1073,0.0333,0.03,14,0.41,0.32,0.63,6.75,730.26,6.49,737.53,2159.78
manipulated\Tp_S_NRN_S_N_arc20001_arc20001_02464_gt.png,Manipulated,,0.6828,0.05,0.01,12,0.16,0.06,0.11,2.86,120.81,1.17,111.4,845.69
manipulated\Tp_S_NRN_S_N_arc20012_arc20012_02155_gt.png,Manipulated,,0.4138,0.05,0.01,13,0.19,0.08,0.15,3.27,153.07,1.54,131.75,748.5
manipulated\Tp_S_NRN_S_N_arc20038_arc20038_01491_gt.png,Manipulated,,0.6488,0.0,0.0,14,0.14,0.04,0.09,2.51,109.84,0.88,98.78,918.34
manipulated\Tp_S_NRN_S_N_arc20040_arc20040_02176_gt.png,Manipulated,,0.6829,0.0333,0.01,13,0.18,0.06,0.11,2.78,128.04,1.1,112.62,645.62
manipulated\Tp_S_NRN_S_N_arc20065_arc20065_01705_gt.png,Manipulated,,0.5502,0.1,0.01,14,0.26,0.17,0.32,4.79,321.35,3.34,306.08,964.44
manipulated\Tp_S_NRN_S_N_arc20070_arc20070_01710_gt.png,Manipulated,,0.5927,0.0,0.01,15,0.22,0.08,0.16,3.48,201.59,1.67,175.63,1233.67
manipulated\Tp_S_NRN_S_N_arc20078_arc20078_01718_gt.png,Manipulated,,0.8466,0.0167,0.01,14,0.19,0.07,0.14,3.23,175.43,1.46,140.61,832.13
manipulated\Tp_S_NRN_S_N_arc20083_arc20083_01723_gt.png,Manipulated,,0.6464,0.0,0.0,10,0.14,0.05,0.09,2.6,115.4,0.94,182.88,1404.75
manipulated\Tp_S_NRN_S_N_art00019_art00019_10276_gt.png,Manipulated,,0.0646,0.0167,0.07,15,0.57,0.5,0.98,8.48,1411.57,10.0,1430.08,2234.91
manipulated\Tp_S_NRN_S_N_art00022_art00022_10740_gt.png,Manipulated,,0.3961,0.0,0.03,12,0.4,0.32,0.62,6.74,742.83,6.41,738.2,1806.14
manipulated\Tp_S_NRN_S_N_art00024_art00024_10737_gt.png,Manipulated,,0.1151,0.0333,0.04,12,0.43,0.35,0.69,7.12,853.29,7.14,851.31,1597.83
manipulated\Tp_S_NRN_S_N_art00030_art00030_10469_gt.png,Manipulated,,0.6018,0.0333,0.05,13,0.48,0.43,0.85,7.92,1022.63,8.78,1039.82,2454.37
manipulated\Tp_S_NRN_S_N_art00040_art00040_01414_gt.png,Manipulated,,0.6606,0.0333,0.02,12,0.32,0.17,0.33,4.9,418.05,3.4,435.9,1740.55
manipulated\Tp_S_NRN_S_N_art00042_art00042_01226_gt.png,Manipulated,,0.5155,0.0,0.01,12,0.26,0.14,0.27,4.53,373.73,2.81,375.05,1392.34
manipulated\Tp_S_NRN_S_N_art00063_art00063_01028_gt.png,Manipulated,,0.5707,0.0,0.02,14,0.28,0.14,0.27,4.49,345.29,2.79,357.84,1218.79
manipulated\Tp_S_NRN_S_N_art00095_art00095_01386_gt.png,Manipulated,,0.5324,0.0333,0.02,14,0.3,0.2,0.38,5.26,484.19,3.95,476.25,1781.96
manipulated\Tp_S_NRN_S_N_art20032_art20032_01838_gt.png,Manipulated,,0.7143,0.1,0.04,15,0.42,0.26,0.5,6.08,692.04,5.19,624.74,1885.35
manipulated\Tp_S_NRN_S_N_art20046_art20046_01852_gt.png,Manipulated,,0.3668,0.0333,0.01,15,0.25,0.12,0.24,4.19,273.73,2.51,238.88,926.71
manipulated\Tp_S_NRN_S_N_art20051_art20051_01857_gt.png,Manipulated,,0.6464,0.0167,0.02,13,0.27,0.14,0.28,4.55,314.13,2.9,293.12,972.04
manipulated\Tp_S_NRN_S_N_art20057_art20057_01863_gt.png,Manipulated,,0.6464,0.0,0.01,15,0.27,0.1,0.21,3.93,269.84,2.14,245.77,1143.38
manipulated\Tp_S_NRN_S_N_art20068_art20068_01874_gt.png,Manipulated,,0.4531,0.1,0.05,17,0.49,0.44,0.82,7.76,1111.4,8.47,1145.22,3012.76
manipulated\Tp_S_NRN_S_N_art20073_art20073_01879_gt.png,Manipulated,,0.1384,0.0667,0.03,15,0.37,0.24,0.46,5.78,593.4,4.74,507.68,1301.23
manipulated\Tp_S_NRN_S_N_art20077_art20077_02316_gt.png,Manipulated,,0.6464,0.05,0.01,17,0.22,0.08,0.16,3.4,208.13,1.62,202.09,840.22
manipulated\Tp_S_NRN_S_N_art20094_art20094_01900_gt.png,Manipulated,,0.1111,0.0667,0.04,14,0.43,0.32,0.62,6.73,818.5,6.32,745.89,2136.43
manipulated\Tp_S_NRN_S_N_cha00036_cha00036_11736_gt.png,Manipulated,,0.4543,0.0333,0.02,14,0.31,0.15,0.29,4.63,362.48,3.01,375.71,898.13
manipulated\Tp_S_NRN_S_N_cha00040_cha00040_11033_gt.png,Manipulated,,0.6978,0.0,0.01,11,0.2,0.08,0.15,3.28,174.63,1.52,186.53,707.72
manipulated\Tp_S_NRN_S_N_cha00046_cha00046_11006_gt.png,Manipulated,,0.5441,0.0333,0.03,12,0.35,0.23,0.45,5.69,521.24,4.61,525.21,1214.33
manipulated\Tp_S_NRN_S_N_cha00049_cha00049_11002_gt.png,Manipulated,,0.6464,0.0,0.01,12,0.2,0.18,0.36,4.99,285.75,3.76,285.75,1033.6
manipulated\Tp_S_NRN_S_N_cha00059_cha00059_11029_gt.png,Manipulated,,0.3345,0.0,0.04,12,0.41,0.28,0.54,6.34,716.37,5.58,739.52,2695.88
manipulated\Tp_S_NRN_S_N_cha00080_cha00080_00400_gt.png,Manipulated,,0.1464,0.0333,0.03,13,0.4,0.32,0.64,6.82,695.86,6.64,701.82,1969.0
manipulated\Tp_S_NRN_S_N_cha00081_cha00081_10190_gt.png,Manipulated,,0.4104,0.0,0.04,12,0.45,0.4,0.78,7.55,975.0,7.96,1024.53,2440.95
manipulated\Tp_S_NRN_S_N_cha00083_cha00083_11016_gt.png,Manipulated,,0.5266,0.0167,0.02,13,0.3,0.22,0.43,5.56,476.26,4.47,481.55,1152.97
manipulated\Tp_S_NRN_S_N_cha00097_cha00097_00877_gt.png,Manipulated,,0.6464,0.0,0.01,12,0.25,0.1,0.19,3.73,228.87,1.95,232.17,1113.47
manipulated\Tp_S_NRN_S_N_cha10122_cha10122_12157_gt.png,Manipulated,,0.6473,0.0333,0.02,14,0.3,0.17,0.33,4.87,398.14,3.36,350.2,1248.96
manipulated\Tp_S_NRN_S_N_cha10129_cha10129_12178_gt.png,Manipulated,,0.4658,0.0,0.01,11,0.18,0.06,0.12,2.94,139.11,1.22,117.02,683.71
manipulated\Tp_S_NRN_S_N_cha10132_cha10132_12216_gt.png,Manipulated,,0.4904,0.0333,0.02,14,0.33,0.23,0.46,5.78,532.68,4.76,558.73,1686.85
manipulated\Tp_S_NRN_S_N_cha10152_cha10152_12217_gt.png,Manipulated,,0.5737,0.05,0.01,12,0.19,0.1,0.19,3.67,168.61,1.98,135.82,528.67
